item_id,datetime,month,region,mgrs_tile,cloud_cover_pct,B02_blue,B03_green,B04_red,B08_nir,B11_swir16,B12_swir22,NDVI,NDBI,NDMI,BSI
S2B_34SFG_20170630_0_L2A,2017-06-30 09:18:01.648000+00:00,2017-06,Attica,MGRS-34SFG,0.09,0.045834,0.039081,0.033441,0.049484,0.046709,0.038014,0.1935,-0.0288,0.0288,-0.0864
S2A_35SKB_20170416_0_L2A,2017-04-16 09:08:07.947000+00:00,2017-04,Attica,MGRS-35SKB,1.55,0.05514,0.056834,0.05624,0.10472,0.095495,0.07062,0.3012,-0.0461,0.0461,-0.0261
S2A_34SFH_20250923_0_L2A,2025-09-23 09:20:09.534000+00:00,2025-09,Evia Island,MGRS-34SFH,0.03,0.041713,0.068918,0.089326,0.209816,0.19971,0.132473,0.4028,-0.0247,0.0247,0.0694
S2A_34SFJ_20250728_1_L2A,2025-07-28 09:29:54.646000+00:00,2025-07,Evia Island,MGRS-34SFJ,0.0,0.054129,0.074618,0.080092,0.219153,0.174648,0.109995,0.4647,-0.113,0.113,-0.0351
S2A_34SGJ_20250628_1_L2A,2025-06-28 09:29:49.104000+00:00,2025-06,Evia Island,MGRS-34SGJ,0.5,0.082854,0.089615,0.092776,0.152378,0.13996,0.106016,0.2431,-0.0425,0.0425,-0.0053
S2C_34SFJ_20250527_0_L2A,2025-05-27 09:29:56.097000+00:00,2025-05,Evia Island,MGRS-34SFJ,3.35,0.05056,0.071092,0.062236,0.231157,0.153821,0.095653,0.5758,-0.2009,0.2009,-0.1319
S2A_35SKD_20250419_1_L2A,2025-04-19 09:29:44.408000+00:00,2025-04,Evia Island,MGRS-35SKD,0.3,0.050185,0.047363,0.044526,0.059932,0.05319,0.045154,0.1475,-0.0596,0.0596,-0.0597
S2A_35SKD_20240926_1_L2A,2024-09-26 09:19:42.192000+00:00,2024-09,Evia Island,MGRS-35SKD,0.09,0.006422,0.003333,0.002977,0.012815,0.009004,0.00607,0.623,-0.1747,0.1747,-0.2324
S2B_35SKC_20240825_0_L2A,2024-08-25 09:29:42.564000+00:00,2024-08,Evia Island,MGRS-35SKC,0.0,0.056543,0.074148,0.081606,0.177881,0.169645,0.120127,0.371,-0.0237,0.0237,0.0346
S2A_35SKD_20240728_0_L2A,2024-07-28 09:19:38.700000+00:00,2024-07,Evia Island,MGRS-35SKD,0.06,0.044724,0.032829,0.026684,0.033884,0.028745,0.022486,0.1189,-0.0821,0.0821,-0.1729
S2A_35SKD_20240628_0_L2A,2024-06-28 09:19:38.891000+00:00,2024-06,Evia Island,MGRS-35SKD,1.13,0.069178,0.057445,0.051443,0.057881,0.053394,0.045016,0.0589,-0.0403,0.0403,-0.0958
S2B_34SGJ_20240524_0_L2A,2024-05-24 09:19:36.431000+00:00,2024-05,Evia Island,MGRS-34SGJ,0.27,0.040508,0.033542,0.028123,0.073094,0.05578,0.039985,0.4443,-0.1343,0.1343,-0.1504
S2A_34SGJ_20240429_0_L2A,2024-04-29 09:19:39.307000+00:00,2024-04,Evia Island,MGRS-34SGJ,2.08,0.042818,0.040976,0.036995,0.083086,0.06353,0.046577,0.3838,-0.1334,0.1334,-0.1121
S2A_35SKC_20230922_0_L2A,2023-09-22 09:19:52.027000+00:00,2023-09,Evia Island,MGRS-35SKC,0.01,0.03193,0.058516,0.064765,0.179152,0.160756,0.105914,0.469,-0.0541,0.0541,0.0331
S2B_35SKD_20230828_0_L2A,2023-08-28 09:19:40.596000+00:00,2023-08,Evia Island,MGRS-35SKD,0.0,0.018335,0.006975,0.004658,0.015596,0.015437,0.011733,0.54,-0.0051,0.0051,-0.2561
S2B_34SGJ_20230729_0_L2A,2023-07-29 09:19:42.214000+00:00,2023-07,Evia Island,MGRS-34SGJ,0.03,0.016445,0.015404,0.017511,0.056135,0.050024,0.033644,0.5244,-0.0576,0.0576,-0.036
S2A_35SKD_20230624_0_L2A,2023-06-24 09:19:39.266000+00:00,2023-06,Evia Island,MGRS-35SKD,0.0,0.034413,0.023673,0.01636,0.026191,0.019617,0.014345,0.2311,-0.1435,0.1435,-0.255
S2A_34SFJ_20230428_0_L2A,2023-04-28 09:29:36.433000+00:00,2023-04,Evia Island,MGRS-34SFJ,2.36,0.066299,0.080154,0.071298,0.210292,0.146185,0.098752,0.4936,-0.1798,0.1798,-0.1196
S2B_34SFH_20220925_0_L2A,2022-09-25 09:29:43.230000+00:00,2022-09,Evia Island,MGRS-34SFH,0.0,0.03146,0.032836,0.033698,0.083261,0.086009,0.066431,0.4238,0.0162,-0.0162,0.0213
S2A_35SKD_20220828_0_L2A,2022-08-28 09:19:48.594000+00:00,2022-08,Evia Island,MGRS-35SKD,0.0,0.008771,0.004083,0.00289,0.013621,0.012351,0.008911,0.6499,-0.0489,0.0489,-0.19
S2B_34SGH_20220727_0_L2A,2022-07-27 09:29:51.127000+00:00,2022-07,Evia Island,MGRS-34SGH,0.01,0.067668,0.083039,0.091534,0.193998,0.192159,0.140931,0.3589,-0.0048,0.0048,0.0404
S2A_35SKD_20220629_0_L2A,2022-06-29 09:19:48.972000+00:00,2022-06,Evia Island,MGRS-35SKD,0.3,0.053517,0.04385,0.037976,0.045902,0.040687,0.032939,0.0945,-0.0602,0.0602,-0.1166
S2A_35SKD_20220530_0_L2A,2022-05-30 09:19:43.831000+00:00,2022-05,Evia Island,MGRS-35SKD,0.07,0.031964,0.023048,0.017242,0.02736,0.021867,0.016716,0.2268,-0.1116,0.1116,-0.2054
S2B_35SKD_20220428_0_L2A,2022-04-28 09:29:24.108000+00:00,2022-04,Evia Island,MGRS-35SKD,0.0,0.054813,0.04893,0.046327,0.061508,0.056831,0.049374,0.1408,-0.0395,0.0395,-0.06
S2B_34SFH_20210927_1_L2A,2021-09-27 09:19:52.869000+00:00,2021-09,Evia Island,MGRS-34SFH,0.0,0.041339,0.058729,0.072643,0.174699,0.187014,0.138517,0.4126,0.034,-0.034,0.0917
S2A_34SFH_20210826_0_L2A,2021-08-26 09:29:52.467000+00:00,2021-08,Evia Island,MGRS-34SFH,0.08,0.042903,0.072925,0.089785,0.188598,0.194538,0.134991,0.355,0.0155,-0.0155,0.1024
S2B_34SGJ_20210729_1_L2A,2021-07-29 09:19:38.411000+00:00,2021-07,Evia Island,MGRS-34SGJ,0.0,0.00941,0.016289,0.015783,0.0584,0.052735,0.035541,0.5745,-0.051,0.051,0.0052
S2B_34SGJ_20210629_1_L2A,2021-06-29 09:19:37.626000+00:00,2021-06,Evia Island,MGRS-34SGJ,0.0,0.034668,0.029624,0.026196,0.066991,0.056779,0.039975,0.4378,-0.0825,0.0825,-0.1012
S2A_34SFJ_20210528_0_L2A,2021-05-28 09:29:37.042000+00:00,2021-05,Evia Island,MGRS-34SFJ,0.8,0.052088,0.066979,0.061948,0.198886,0.139198,0.086514,0.525,-0.1765,0.1765,-0.1102
S2B_34SGH_20210430_0_L2A,2021-04-30 09:19:47.212000+00:00,2021-04,Evia Island,MGRS-34SGH,4.38,0.048157,0.064335,0.059813,0.198045,0.155636,0.106024,0.5361,-0.1199,0.1199,-0.0666
S2A_35SKC_20200930_1_L2A,2020-09-30 09:29:47.488000+00:00,2020-09,Evia Island,MGRS-35SKC,0.06,0.037979,0.05401,0.05287,0.153152,0.123414,0.084283,0.4868,-0.1075,0.1075,-0.0404
S2A_34SFJ_20200828_1_L2A,2020-08-28 09:19:44.486000+00:00,2020-08,Evia Island,MGRS-34SFJ,0.0,0.026615,0.046463,0.043081,0.189047,0.133329,0.077896,0.6288,-0.1728,0.1728,-0.1001
S2A_34SGJ_20200729_1_L2A,2020-07-29 09:19:42.324000+00:00,2020-07,Evia Island,MGRS-34SGJ,0.01,0.025497,0.024327,0.02236,0.063471,0.052591,0.035266,0.479,-0.0937,0.0937,-0.0855
S2A_34SGJ_20200629_1_L2A,2020-06-29 09:19:41.804000+00:00,2020-06,Evia Island,MGRS-34SGJ,0.0,0.034877,0.031436,0.026677,0.067511,0.05484,0.037317,0.4335,-0.1036,0.1036,-0.1135
S2A_35SKD_20200530_0_L2A,2020-05-30 09:19:42.243000+00:00,2020-05,Evia Island,MGRS-35SKD,1.21,0.036876,0.026319,0.020243,0.029214,0.023847,0.018804,0.1814,-0.1011,0.1011,-0.1997
S2A_34SFH_20200430_1_L2A,2020-04-30 09:20:01.897000+00:00,2020-04,Evia Island,MGRS-34SFH,10.93,0.051652,0.069304,0.064318,0.204329,0.167187,0.110299,0.5212,-0.1,0.1,-0.0502
S2B_34SFH_20190928_0_L2A,2019-09-28 09:19:47.978000+00:00,2019-09,Evia Island,MGRS-34SFH,0.73,0.036571,0.044848,0.046085,0.125257,0.110242,0.077492,0.4621,-0.0638,0.0638,-0.0173
S2B_34SFH_20190829_1_L2A,2019-08-29 09:19:58.064000+00:00,2019-08,Evia Island,MGRS-34SFH,0.02,0.048695,0.071699,0.085964,0.217212,0.200274,0.139584,0.4329,-0.0406,0.0406,0.0368
S2B_34SGJ_20190730_0_L2A,2019-07-30 09:19:44.690000+00:00,2019-07,Evia Island,MGRS-34SGJ,1.02,0.049966,0.042358,0.03675,0.072471,0.060638,0.045569,0.3271,-0.0889,0.0889,-0.1139
S2B_35SKD_20190630_1_L2A,2019-06-30 09:19:44.637000+00:00,2019-06,Evia Island,MGRS-35SKD,0.04,0.055647,0.042181,0.03638,0.046145,0.039758,0.033579,0.1183,-0.0744,0.0744,-0.1442
S2A_34SFJ_20190529_1_L2A,2019-05-29 09:29:39.036000+00:00,2019-05,Evia Island,MGRS-34SFJ,0.19,0.041271,0.058379,0.049666,0.208174,0.129628,0.077265,0.6148,-0.2325,0.2325,-0.1636
S2A_34SFJ_20190429_1_L2A,2019-04-29 09:29:39.865000+00:00,2019-04,Evia Island,MGRS-34SFJ,0.0,0.026377,0.044562,0.035567,0.180733,0.11268,0.066088,0.6711,-0.2319,0.2319,-0.1656
S2B_34SFH_20180923_1_L2A,2018-09-23 09:19:47.231000+00:00,2018-09,Evia Island,MGRS-34SFH,0.0,0.042475,0.059691,0.069282,0.184704,0.182769,0.134278,0.4544,-0.0053,0.0053,0.0519
S2A_34SGJ_20180829_1_L2A,2018-08-29 09:19:34.914000+00:00,2018-08,Evia Island,MGRS-34SGJ,0.18,0.023206,0.024583,0.020625,0.057381,0.047818,0.032701,0.4712,-0.0909,0.0909,-0.0815
S2A_35SKD_20180730_0_L2A,2018-07-30 09:16:40.253000+00:00,2018-07,Evia Island,MGRS-35SKD,1.92,0.055973,0.045523,0.037903,0.041766,0.038827,0.035231,0.0485,-0.0365,0.0365,-0.1204
S2A_34SFH_20180630_0_L2A,2018-06-30 09:19:15.387000+00:00,2018-06,Evia Island,MGRS-34SFH,0.5,0.050389,0.07342,0.081391,0.196495,0.206511,0.153636,0.4142,0.0249,-0.0249,0.0767
S2B_34SGJ_20180529_0_L2A,2018-05-29 09:27:45.610000+00:00,2018-05,Evia Island,MGRS-34SGJ,1.45,0.101369,0.102509,0.100687,0.148917,0.134464,0.110537,0.1932,-0.051,0.051,-0.0312
S2B_35SKD_20180426_0_L2A,2018-04-26 09:09:18.100000+00:00,2018-04,Evia Island,MGRS-35SKD,0.03,0.031415,0.017631,0.011665,0.020762,0.01424,0.010125,0.2806,-0.1863,0.1863,-0.3365
S2B_35SKD_20170908_0_L2A,2017-09-08 09:19:06.806000+00:00,2017-09,Evia Island,MGRS-35SKD,0.06,0.022383,0.009068,0.003143,0.012139,0.008748,0.006056,0.5887,-0.1623,0.1623,-0.4876
S2B_35SKD_20170819_0_L2A,2017-08-19 09:19:10.807000+00:00,2017-08,Evia Island,MGRS-35SKD,0.02,0.041998,0.027491,0.020194,0.028231,0.019781,0.015597,0.166,-0.176,0.176,-0.2745
S2B_34SGJ_20170730_0_L2A,2017-07-30 09:18:59.367000+00:00,2017-07,Evia Island,MGRS-34SGJ,0.03,0.032189,0.024007,0.017046,0.056679,0.041546,0.027772,0.5376,-0.1541,0.1541,-0.2053
S2B_34SGJ_20170630_0_L2A,2017-06-30 09:18:01.648000+00:00,2017-06,Evia Island,MGRS-34SGJ,0.03,0.036932,0.033869,0.02951,0.070333,0.055938,0.040899,0.4089,-0.114,0.114,-0.1132
S2A_34SFJ_20170409_0_L2A,2017-04-09 09:28:58.763000+00:00,2017-04,Evia Island,MGRS-34SFJ,7.68,0.111078,0.117816,0.111631,0.206126,0.154772,0.11359,0.2974,-0.1423,0.1423,-0.087
S2C_35SMV_20250928_0_L2A,2025-09-28 09:10:45.244000+00:00,2025-09,Dodecanese,MGRS-35SMV,1.18,0.03332,0.020266,0.016308,0.014799,0.017832,0.016016,-0.0485,0.0929,-0.0929,-0.1699
S2C_35SNA_20250829_0_L2A,2025-08-29 09:10:30.191000+00:00,2025-08,Dodecanese,MGRS-35SNA,0.01,0.0359,0.033181,0.036078,0.053916,0.060294,0.047219,0.1982,0.0558,-0.0558,0.0352
S2A_35SNB_20250729_0_L2A,2025-07-29 09:00:18.974000+00:00,2025-07,Dodecanese,MGRS-35SNB,0.06,0.026599,0.029281,0.032603,0.072333,0.069592,0.048494,0.3786,-0.0193,0.0193,0.0162
S2A_35SNB_20250629_0_L2A,2025-06-29 09:00:17.545000+00:00,2025-06,Dodecanese,MGRS-35SNB,0.01,0.058706,0.055994,0.052138,0.086157,0.077912,0.056972,0.246,-0.0503,0.0503,-0.0539
S2C_35SNV_20250528_0_L2A,2025-05-28 09:00:50.015000+00:00,2025-05,Dodecanese,MGRS-35SNV,0.4,0.05754,0.045057,0.041305,0.049984,0.04829,0.039639,0.0951,-0.0172,0.0172,-0.091
S2B_35SMA_20250426_0_L2A,2025-04-26 09:10:16.359000+00:00,2025-04,Dodecanese,MGRS-35SMA,2.49,0.054244,0.038455,0.033108,0.038054,0.036352,0.031378,0.0695,-0.0229,0.0229,-0.1412
S2B_35SNV_20240928_0_L2A,2024-09-28 09:10:26.136000+00:00,2024-09,Dodecanese,MGRS-35SNV,0.0,0.040087,0.025871,0.021707,0.026021,0.02658,0.022099,0.0904,0.0106,-0.0106,-0.1558
S2B_35SNA_20240829_0_L2A,2024-08-29 09:10:13.508000+00:00,2024-08,Dodecanese,MGRS-35SNA,0.01,0.051274,0.042472,0.042718,0.0577,0.063327,0.053291,0.1492,0.0465,-0.0465,-0.0136
S2B_35SNB_20240730_0_L2A,2024-07-30 09:09:58.236000+00:00,2024-07,Dodecanese,MGRS-35SNB,0.01,0.073774,0.072215,0.076494,0.108186,0.108424,0.088822,0.1716,0.0011,-0.0011,0.0081
S2B_35SNB_20240627_0_L2A,2024-06-27 09:00:04.465000+00:00,2024-06,Dodecanese,MGRS-35SNB,0.01,0.04223,0.043311,0.04703,0.089701,0.087062,0.066455,0.3121,-0.0149,0.0149,0.0081
S2A_35SMV_20240523_0_L2A,2024-05-23 09:00:33.263000+00:00,2024-05,Dodecanese,MGRS-35SMV,0.13,0.055897,0.040632,0.034113,0.031564,0.02677,0.023239,-0.0388,-0.0822,0.0822,-0.1792
S2A_35SMA_20240426_0_L2A,2024-04-26 09:10:17.604000+00:00,2024-04,Dodecanese,MGRS-35SMA,0.13,0.059534,0.048869,0.045998,0.051852,0.048416,0.041938,0.0598,-0.0343,0.0343,-0.0825
S2B_35SMV_20230924_0_L2A,2023-09-24 09:10:33.176000+00:00,2023-09,Dodecanese,MGRS-35SMV,0.0,0.038846,0.024341,0.019888,0.01809,0.016322,0.014966,-0.0473,-0.0514,0.0514,-0.2225
S2A_35SNA_20230830_0_L2A,2023-08-30 09:10:16.621000+00:00,2023-08,Dodecanese,MGRS-35SNA,0.12,0.040809,0.037109,0.039356,0.054319,0.059409,0.047616,0.1597,0.0448,-0.0448,0.0188
S2B_35SMV_20230726_0_L2A,2023-07-26 09:10:35.623000+00:00,2023-07,Dodecanese,MGRS-35SMV,0.0,0.084006,0.071472,0.069428,0.068336,0.064877,0.060697,-0.0079,-0.026,0.026,-0.0629
S2B_35SMB_20230626_0_L2A,2023-06-26 09:10:05.460000+00:00,2023-06,Dodecanese,MGRS-35SMB,0.02,0.085835,0.086228,0.092604,0.114486,0.13,0.111015,0.1057,0.0635,-0.0635,0.0527
S2B_35SMV_20230524_0_L2A,2023-05-24 09:00:39.091000+00:00,2023-05,Dodecanese,MGRS-35SMV,5.64,0.051209,0.03047,0.022338,0.01984,0.020735,0.016976,-0.0592,0.0221,-0.0221,-0.2451
S2A_35SNA_20230429_0_L2A,2023-04-29 09:00:15.747000+00:00,2023-04,Dodecanese,MGRS-35SNA,0.03,0.042509,0.034185,0.029825,0.049868,0.043314,0.034053,0.2515,-0.0703,0.0703,-0.1162
S2B_35SMV_20220926_0_L2A,2022-09-26 09:00:34.710000+00:00,2022-09,Dodecanese,MGRS-35SMV,0.0,0.025883,0.007793,0.001813,0.000625,0.000357,0.000492,-0.4874,-0.2731,0.2731,-0.8487
S2B_35SMA_20220830_0_L2A,2022-08-30 09:10:16.186000+00:00,2022-08,Dodecanese,MGRS-35SMA,0.03,0.053279,0.039305,0.035739,0.037072,0.039057,0.033545,0.0183,0.0261,-0.0261,-0.0942
S2B_35SMV_20220728_0_L2A,2022-07-28 09:00:39.237000+00:00,2022-07,Dodecanese,MGRS-35SMV,0.0,0.045603,0.025606,0.017052,0.013659,0.00912,0.007894,-0.1105,-0.1993,0.1993,-0.3873
S2A_35SMV_20220623_0_L2A,2022-06-23 09:00:46.482000+00:00,2022-06,Dodecanese,MGRS-35SMV,0.0,0.039529,0.025978,0.01981,0.017267,0.014651,0.012424,-0.0686,-0.0819,0.0819,-0.2447
S2A_35SMB_20220527_0_L2A,2022-05-27 09:10:08.340000+00:00,2022-05,Dodecanese,MGRS-35SMB,0.0,0.060225,0.070973,0.082432,0.114022,0.128864,0.104596,0.1608,0.0611,-0.0611,0.0961
S2A_35SMV_20220424_0_L2A,2022-04-24 09:00:39.194000+00:00,2022-04,Dodecanese,MGRS-35SMV,0.01,0.032371,0.019224,0.01309,0.011979,0.009645,0.008234,-0.0443,-0.1079,0.1079,-0.3222
S2A_35SMB_20210929_1_L2A,2021-09-29 09:10:05.026000+00:00,2021-09,Dodecanese,MGRS-35SMB,2.45,0.038345,0.042062,0.050707,0.069372,0.085935,0.066335,0.1554,0.1066,-0.1066,0.1184
S2A_35SMA_20210830_0_L2A,2021-08-30 09:10:16.863000+00:00,2021-08,Dodecanese,MGRS-35SMA,0.04,0.031057,0.020422,0.017583,0.020188,0.023627,0.019168,0.069,0.0785,-0.0785,-0.1085
S2A_35SNV_20210728_1_L2A,2021-07-28 09:00:33.333000+00:00,2021-07,Dodecanese,MGRS-35SNV,0.0,0.047667,0.035344,0.031577,0.037572,0.037983,0.03071,0.0867,0.0055,-0.0055,-0.1013
S2A_35SNV_20210628_1_L2A,2021-06-28 09:00:31.633000+00:00,2021-06,Dodecanese,MGRS-35SNV,0.01,0.05786,0.046169,0.042874,0.049969,0.049085,0.040543,0.0764,-0.0089,0.0089,-0.0794
S2A_35SMV_20210529_1_L2A,2021-05-29 09:00:35.118000+00:00,2021-05,Dodecanese,MGRS-35SMV,0.01,0.045852,0.030951,0.024729,0.023232,0.020698,0.018235,-0.0312,-0.0577,0.0577,-0.2066
S2B_35SNA_20210427_0_L2A,2021-04-27 09:10:06.414000+00:00,2021-04,Dodecanese,MGRS-35SNA,2.5,0.060456,0.056639,0.056057,0.077879,0.070603,0.060582,0.1629,-0.049,0.049,-0.0441
S2B_35SNV_20200926_0_L2A,2020-09-26 09:00:32.700000+00:00,2020-09,Dodecanese,MGRS-35SNV,0.04,0.043304,0.031647,0.027212,0.03105,0.03185,0.025593,0.0659,0.0127,-0.0127,-0.1146
S2B_35SNA_20200830_1_L2A,2020-08-30 09:10:14.475000+00:00,2020-08,Dodecanese,MGRS-35SNA,0.0,0.040521,0.033405,0.035017,0.05221,0.057218,0.047799,0.1971,0.0458,-0.0458,-0.0027
S2A_35SMV_20200726_1_L2A,2020-07-26 09:10:35.265000+00:00,2020-07,Dodecanese,MGRS-35SMV,0.0,0.084364,0.073252,0.071279,0.069821,0.066934,0.060336,-0.0103,-0.0211,0.0211,-0.0546
S2B_35SNA_20200628_1_L2A,2020-06-28 09:00:17.893000+00:00,2020-06,Dodecanese,MGRS-35SNA,0.02,0.043506,0.033857,0.033559,0.053837,0.055849,0.044949,0.232,0.0183,-0.0183,-0.0425
S2B_35SNA_20200529_0_L2A,2020-05-29 09:00:16.785000+00:00,2020-05,Dodecanese,MGRS-35SNA,5.21,0.074722,0.05912,0.054067,0.069123,0.061517,0.050828,0.1222,-0.0582,0.0582,-0.1089
S2A_35SMV_20200427_0_L2A,2020-04-27 09:10:32.029000+00:00,2020-04,Dodecanese,MGRS-35SMV,0.72,0.029865,0.018111,0.014598,0.013811,0.013769,0.0125,-0.0277,-0.0015,0.0015,-0.2125
S2A_35SMA_20190930_1_L2A,2019-09-30 09:10:17.005000+00:00,2019-09,Dodecanese,MGRS-35SMA,0.01,0.028755,0.018006,0.014225,0.017093,0.017834,0.014315,0.0916,0.0212,-0.0212,-0.177
S2A_35SNV_20190828_1_L2A,2019-08-28 09:00:31.426000+00:00,2019-08,Dodecanese,MGRS-35SNV,0.2,0.049286,0.037085,0.031219,0.034674,0.033488,0.026563,0.0524,-0.0174,0.0174,-0.1295
S2A_35SMV_20190729_1_L2A,2019-07-29 09:00:39.019000+00:00,2019-07,Dodecanese,MGRS-35SMV,0.0,0.037963,0.023112,0.015906,0.012907,0.009882,0.008512,-0.1041,-0.1327,0.1327,-0.3272
S2A_35SNA_20190629_1_L2A,2019-06-29 09:00:20.095000+00:00,2019-06,Dodecanese,MGRS-35SNA,0.02,0.028562,0.023319,0.023668,0.04404,0.04658,0.03513,0.3009,0.028,-0.028,-0.0165
S2B_35SMB_20190528_1_L2A,2019-05-28 09:10:09.314000+00:00,2019-05,Dodecanese,MGRS-35SMB,0.01,0.082893,0.087618,0.093881,0.122624,0.12716,0.106853,0.1328,0.0182,-0.0182,0.0364
S2A_35SNV_20190430_0_L2A,2019-04-30 09:00:33.635000+00:00,2019-04,Dodecanese,MGRS-35SNV,0.2,0.026008,0.016672,0.011614,0.024547,0.021043,0.015527,0.3577,-0.0769,0.0769,-0.2151
S2A_35SMV_20180925_1_L2A,2018-09-25 09:10:25.255000+00:00,2018-09,Dodecanese,MGRS-35SMV,7.43,0.037894,0.023349,0.018725,0.016855,0.015831,0.014704,-0.0526,-0.0313,0.0313,-0.2261
S2B_35SNV_20180828_0_L2A,2018-08-28 08:50:30.865000+00:00,2018-08,Dodecanese,MGRS-35SNV,4.17,0.069445,0.050288,0.042653,0.043749,0.044005,0.035498,0.0127,0.0029,-0.0029,-0.1328
S2B_35SNA_20180729_0_L2A,2018-07-29 08:52:35.922000+00:00,2018-07,Dodecanese,MGRS-35SNA,0.17,0.041755,0.027458,0.025121,0.041663,0.049083,0.039286,0.2477,0.0818,-0.0818,-0.0585
S2A_35SMV_20180627_0_L2A,2018-06-27 09:02:26.097000+00:00,2018-06,Dodecanese,MGRS-35SMV,5.75,0.183101,0.167958,0.163755,0.159598,0.145761,0.125419,-0.0129,-0.0453,0.0453,-0.0509
S2A_35SMA_20180528_0_L2A,2018-05-28 08:58:28.692000+00:00,2018-05,Dodecanese,MGRS-35SMA,0.57,0.079267,0.070775,0.070914,0.074528,0.076608,0.066879,0.0248,0.0138,-0.0138,-0.0208
